industry_code,is_loan_eligible,employee_limit,has_special_condition,max_revenue
47821,1,5,0,5000000000
47822,1,5,0,5000000000
47823,1,5,0,5000000000
47829,1,5,0,5000000000
47830,1,5,0,5000000000
47841,1,5,0,5000000000
47842,1,5,0,5000000000
47851,1,5,0,5000000000
47852,1,5,0,5000000000
47859,0,5,0,5000000000
47861,1,5,0,5000000000
47862,1,5,0,5000000000
47869,1,5,0,5000000000
47911,0,5,0,5000000000
47912,0,5,0,5000000000
47919,1,5,0,5000000000
47920,1,5,0,5000000000
47991,1,5,0,5000000000
47992,1,5,0,5000000000
47993,0,5,0,5000000000
47999,1,5,0,5000000000
49101,1,10,0,8000000000
49102,1,10,0,8000000000
49211,1,10,0,8000000000
49212,1,10,0,8000000000
49219,1,10,0,8000000000
49220,1,10,0,8000000000
49231,1,10,0,8000000000
49232,1,10,0,8000000000
49233,1,10,0,8000000000
49239,1,10,0,8000000000
49301,1,10,0,8000000000
49302,1,10,0,8000000000
49309,1,10,0,8000000000
49401,1,10,0,8000000000
49402,1,10,0,8000000000
49500,1,10,0,8000000000
50111,1,10,0,8000000000
50112,1,10,0,8000000000
50121,1,10,0,8000000000
50122,1,10,0,8000000000
50130,1,10,0,8000000000
50201,1,10,0,8000000000
50209,1,10,0,8000000000
51100,1,10,0,8000000000
51200,1,10,0,8000000000
52101,1,10,0,8000000000
52102,1,10,0,8000000000
52103,1,10,0,8000000000
52104,1,10,0,8000000000
52109,1,10,0,8000000000
52911,1,10,0,8000000000
52912,1,10,0,8000000000
52913,1,10,0,8000000000
52914,1,10,0,8000000000
52915,1,10,0,8000000000
52919,1,10,0,8000000000
52921,1,10,0,8000000000
52922,1,10,0,8000000000
52929,1,10,0,8000000000
52931,1,10,0,8000000000
52939,1,10,0,8000000000
52941,1,10,0,8000000000
52942,1,10,0,8000000000
52991,0,10,0,8000000000
52992,1,10,0,8000000000
52993,1,10,0,8000000000
52999,1,10,0,8000000000
55101,1,5,0,1000000000
55102,1,5,0,1000000000
55103,1,5,0,1000000000
55104,1,5,0,1000000000
55105,1,5,0,1000000000
55109,1,5,0,1000000000
55901,1,5,0,1000000000
55909,1,5,0,1000000000
56111,1,5,0,1000000000
56112,1,5,0,1000000000
56113,1,5,0,1000000000
56114,1,5,0,1000000000
56121,1,5,0,1000000000
56122,1,5,0,1000000000
56123,1,5,0,1000000000
56129,1,5,0,1000000000
56130,1,5,0,1000000000
56141,1,5,0,1000000000
56142,1,5,0,1000000000
56150,1,5,0,1000000000
56161,1,5,0,1000000000
56162,1,5,0,1000000000
56191,1,5,0,1000000000
56199,1,5,0,1000000000
56211,0,5,0,1000000000
56212,0,5,0,1000000000
56213,1,5,0,1000000000
56219,1,5,0,1000000000
56221,1,5,0,1000000000
56229,1,5,0,1000000000
58111,1,5,0,3000000000
58112,1,5,0,3000000000
58113,1,5,0,3000000000
58121,1,5,0,3000000000
58122,1,5,0,3000000000
58123,1,5,0,3000000000
58190,1,5,0,3000000000
58211,0,5,0,3000000000
58212,0,5,0,3000000000
58219,0,5,0,3000000000
58221,1,5,0,3000000000
58222,1,5,0,3000000000
59111,1,5,0,3000000000
59112,1,5,0,3000000000
59113,1,5,0,3000000000
59114,1,5,0,3000000000
59120,1,5,0,3000000000
59130,1,5,0,3000000000
59141,1,5,0,3000000000
59142,1,5,0,3000000000
59201,1,5,0,3000000000
59202,1,5,0,3000000000
60100,1,5,0,3000000000
60210,1,5,0,3000000000
60221,1,5,0,3000000000
60222,1,5,0,3000000000
60229,1,5,0,3000000000
60310,1,5,0,3000000000
60320,1,5,0,3000000000
61100,1,5,0,3000000000
61210,1,5,0,3000000000
61220,1,5,0,3000000000
61291,1,5,0,3000000000
61299,1,5,0,3000000000
62010,1,5,0,3000000000
62021,1,5,0,3000000000
62022,1,5,0,3000000000
62090,1,5,0,3000000000
63111,1,5,0,3000000000
63112,1,5,0,3000000000
63120,1,5,0,3000000000
63910,1,5,0,3000000000
63991,1,5,0,3000000000
63992,0,5,0,3000000000
63999,0,5,0,3000000000
64110,0,5,0,8000000000
64121,0,5,0,8000000000
64122,0,5,0,8000000000
64131,0,5,0,8000000000
64132,0,5,0,8000000000
64201,0,5,0,8000000000
64209,0,5,0,8000000000
64911,0,5,0,8000000000
64912,0,5,0,8000000000
64913,0,5,0,8000000000
64919,0,5,0,8000000000
64991,0,5,0,8000000000
64992,0,5,0,8000000000
64999,0,5,0,8000000000
65110,0,5,0,8000000000
65121,0,5,0,8000000000
65122,0,5,0,8000000000
65200,0,5,0,8000000000
65301,0,5,0,8000000000
65302,0,5,0,8000000000
66110,0,5,0,8000000000
66121,0,5,0,8000000000
66122,0,5,0,8000000000
66191,0,5,0,8000000000
66192,0,5,0,8000000000
66199,0,5,0,8000000000
66201,0,5,0,8000000000
66202,0,5,0,8000000000
66209,0,5,0,8000000000
68111,0,5,0,3000000000
68112,0,5,1,3000000000
68119,0,5,0,3000000000
68121,0,5,0,3000000000
68122,0,5,0,3000000000
68129,0,5,0,3000000000
68211,0,5,0,3000000000
68212,0,5,0,3000000000
68221,0,5,0,3000000000
68222,0,5,0,3000000000
68223,0,5,0,3000000000
68224,0,5,0,3000000000
70111,1,5,0,3000000000
70112,1,5,0,3000000000
70113,1,5,0,3000000000
70119,1,5,0,3000000000
70121,1,5,0,3000000000
70129,1,5,0,3000000000
70130,1,5,0,3000000000
70201,1,5,0,3000000000
70209,1,5,0,3000000000
71101,0,5,0,3000000000
71102,0,5,0,3000000000
71103,0,5,0,3000000000
71109,0,5,0,3000000000
71201,0,5,0,3000000000
71202,0,5,0,3000000000
71209,0,5,0,3000000000
71310,1,5,0,3000000000
71391,1,5,0,3000000000
71392,1,5,0,3000000000
71399,1,5,0,3000000000
71400,1,5,0,3000000000
71511,1,5,0,3000000000
71519,1,5,0,3000000000
71531,1,5,0,3000000000
71532,1,5,0,3000000000
71600,1,5,0,3000000000
72111,1,5,0,3000000000
72112,1,5,0,3000000000
72121,1,5,0,3000000000
72122,1,5,0,3000000000
72129,1,5,0,3000000000
72911,1,5,0,3000000000
72919,1,5,0,3000000000
72921,1,5,0,3000000000
72922,1,5,0,3000000000
