industry_code,is_loan_eligible,employee_limit,has_special_condition,max_revenue
72923,1,5,0,3000000000
73100,0,5,0,3000000000
73201,1,5,0,3000000000
73202,1,5,0,3000000000
73203,1,5,0,3000000000
73209,1,5,0,3000000000
73301,1,5,0,3000000000
73302,1,5,0,3000000000
73303,1,5,0,3000000000
73901,1,5,0,3000000000
73902,1,5,0,3000000000
73903,1,5,0,3000000000
73904,0,5,0,3000000000
73905,1,5,0,3000000000
73909,1,5,0,3000000000
74100,1,5,0,3000000000
74211,1,5,0,3000000000
74212,1,5,0,3000000000
74220,1,5,0,3000000000
74300,1,5,0,3000000000
75110,1,5,0,3000000000
75121,1,5,0,3000000000
75122,1,5,0,3000000000
75210,1,5,0,3000000000
75290,1,5,0,3000000000
75310,1,5,0,3000000000
75320,1,5,0,3000000000
75330,0,5,0,3000000000
75911,1,5,0,3000000000
75919,1,5,0,3000000000
75991,1,5,0,3000000000
75992,1,5,0,3000000000
75993,0,5,0,3000000000
75994,1,5,0,3000000000
75995,1,5,0,3000000000
75999,0,5,0,3000000000
76110,1,5,0,3000000000
76190,1,5,0,3000000000
76210,1,5,0,3000000000
76220,1,5,0,3000000000
76291,1,5,0,3000000000
76292,1,5,0,3000000000
76299,1,5,0,3000000000
76310,1,5,0,3000000000
76320,1,5,0,3000000000
76390,0,5,0,3000000000
76400,1,5,0,3000000000
84111,1,5,0,
84112,1,5,0,
84113,1,5,0,
84114,1,5,0,
84119,1,5,0,
84120,1,5,0,
84211,1,5,0,
84212,1,5,0,
84213,1,5,0,
84214,1,5,0,
84219,1,5,0,
84221,1,5,0,
84222,1,5,0,
84223,1,5,0,
84224,1,5,0,
84229,1,5,0,
84310,1,5,0,
84320,1,5,0,
84401,1,5,0,
84402,1,5,0,
84403,1,5,0,
84404,1,5,0,
84405,1,5,0,
84409,1,5,0,
84500,1,5,0,
84611,1,5,0,
84619,1,5,0,
84620,1,5,0,
85110,1,5,0,1000000000
85120,1,5,0,1000000000
85211,1,5,0,1000000000
85212,1,5,0,1000000000
85221,1,5,0,1000000000
85222,1,5,0,1000000000
85229,1,5,0,1000000000
85301,1,5,0,1000000000
85302,1,5,0,1000000000
85303,1,5,0,1000000000
85410,1,5,0,1000000000
85420,1,5,0,1000000000
85430,1,5,0,1000000000
85501,1,5,0,1000000000
85502,1,5,0,1000000000
85503,1,5,0,1000000000
85611,1,5,0,1000000000
85612,1,5,0,1000000000
85613,1,5,0,1000000000
85614,1,5,0,1000000000
85621,1,5,0,1000000000
85622,1,5,0,1000000000
85629,1,5,0,1000000000
85631,1,5,0,1000000000
85632,1,5,0,1000000000
85640,1,5,0,1000000000
85650,1,5,0,1000000000
85661,1,5,0,1000000000
85669,1,5,0,1000000000
85691,1,5,0,1000000000
85699,1,5,0,1000000000
85701,1,5,0,1000000000
85709,1,5,0,1000000000
86101,0,5,0,1000000000
86102,0,5,0,1000000000
86103,0,5,0,1000000000
86104,0,5,0,1000000000
86105,0,5,0,1000000000
86201,0,5,0,1000000000
86202,0,5,0,1000000000
86203,0,5,0,1000000000
86204,0,5,0,1000000000
86300,0,5,0,1000000000
86901,0,5,0,1000000000
86902,0,5,0,1000000000
86909,0,5,0,1000000000
87111,1,5,0,1000000000
87112,1,5,0,1000000000
87121,1,5,0,1000000000
87122,1,5,0,1000000000
87131,1,5,0,1000000000
87139,1,5,0,1000000000
87210,1,5,0,1000000000
87291,1,5,0,1000000000
87292,1,5,0,1000000000
87293,1,5,0,1000000000
87294,1,5,0,1000000000
87299,1,5,0,1000000000
90110,1,5,0,1000000000
90121,1,5,0,1000000000
90122,1,5,0,1000000000
90123,1,5,0,1000000000
90131,1,5,0,1000000000
90132,1,5,0,1000000000
90191,1,5,0,1000000000
90199,1,5,0,1000000000
90211,1,5,0,1000000000
90212,1,5,0,1000000000
90221,1,5,0,1000000000
90222,1,5,0,1000000000
90231,1,5,0,1000000000
90232,1,5,0,1000000000
90290,1,5,0,1000000000
91111,1,5,0,1000000000
91112,1,5,0,1000000000
91113,0,5,0,1000000000
91121,0,5,0,1000000000
91122,1,5,0,1000000000
91131,1,5,0,1000000000
91132,1,5,0,1000000000
91133,1,5,0,1000000000
91134,1,5,0,1000000000
91135,1,5,0,1000000000
91136,1,5,0,1000000000
91139,1,5,0,1000000000
91191,1,5,0,1000000000
91199,1,5,0,1000000000
91210,1,5,0,1000000000
91221,0,5,0,1000000000
91222,0,5,0,1000000000
91223,0,5,0,1000000000
91229,0,5,0,1000000000
91231,1,5,0,1000000000
91239,1,5,0,1000000000
91241,1,5,0,1000000000
91242,0,5,0,1000000000
91249,0,5,0,1000000000
91291,0,5,0,1000000000
91292,1,5,0,1000000000
91293,1,5,0,1000000000
91299,1,5,0,1000000000
94110,1,5,0,1000000000
94120,1,5,0,1000000000
94200,1,5,0,1000000000
94911,1,5,0,1000000000
94912,1,5,0,1000000000
94913,1,5,0,1000000000
94914,1,5,0,1000000000
94919,1,5,0,1000000000
94920,1,5,0,1000000000
94931,1,5,0,1000000000
94939,1,5,0,1000000000
94990,1,5,0,1000000000
95110,1,5,0,1000000000
95120,1,5,0,1000000000
95211,1,5,0,1000000000
95212,1,5,0,1000000000
95213,1,5,0,1000000000
95220,1,5,0,1000000000
95310,1,5,0,1000000000
95391,1,5,0,1000000000
95392,1,5,0,1000000000
95393,1,5,0,1000000000
95399,1,5,0,1000000000
96111,1,5,0,1000000000
96112,1,5,0,1000000000
96113,1,5,0,1000000000
96119,1,5,0,1000000000
96121,0,5,1,1000000000
96122,0,5,1,1000000000
96129,0,5,1,1000000000
96911,1,5,0,1000000000
96912,1,5,0,1000000000
96913,1,5,0,1000000000
96921,1,5,0,1000000000
96922,1,5,0,1000000000
96991,1,5,0,1000000000
96992,0,5,0,1000000000
96993,1,5,0,1000000000
96994,1,5,0,1000000000
96995,1,5,0,1000000000
96999,0,5,0,1000000000
97000,1,5,0,1000000000
98100,1,5,0,1000000000
98200,1,5,0,1000000000
99001,1,5,0,1000000000
99009,1,5,0,1000000000
